otar_id,name,status,Decyzja,description_500,znaki,Uwagii WB,Uwagi Gosi,Uwagi Przemek
K01.30.20.5QW5QR,Dwór obronny w Nowym Siole,ok,,"Zrujnowany dwór obronny z pierwszej połowy XIX w., należący dawniej do Gnoińskich. Obiekt wyróżnia się zachowanymi bastionowymi fortyfikacjami ziemnymi systemu holenderskiego oraz parkiem.",188,,,
K01.30.10.PP97UM,Zamek w Rytwianach,ok,,"Zamek w Rytwianach wzmiankowano już w 1397 r. Najstarszy murowany budynek miał trzy kondygnacje i wymiary ok. 13 × 39 m. W XV w. założenie rozbudowano o prostokątny mur obronny i tzw. Dom Wielki. Zamek był wielokrotnie niszczony i odbudowywany, a w 1859 r. większość zabudowy rozebrano. Obecnie zachował się fragment narożnika dawnego budynku ze szkarpą, a teren ruin zagospodarowano jako park historyczno-edukacyjny.",417,,,
K01.30.10.J6JGQ8,Zamek Królewski w Chęcinach,ok,,"Zamek Królewski w Chęcinach to jedna z najbardziej ikonicznych i malowniczych warowni w Polsce. Wzniesiony na przełomie XIII i XIV wieku na wysokim, skalistym wzgórzu (360 m n.p.m.), przez stulecia górował nad okolicą jako potężna, niezdobyta forteca strzegąca południowych granic państwa. Inicjatorem budowy zamku był najprawdopodobniej król Władysław Łokietek, który uczynił z niego ważny ośrodek administracyjny i polityczny.",428,,,
K01.20.10.BGH8AU,Pałac w Koniecpolu,ok,,"Pałac powstały pod koniec XVIII wieku w miejscu wcześniejszego zamku wznoszonego od 1603 roku z inicjatywy Aleksandra Koniecpolskiego. Pierwotne założenie miało charakter obronny, jednak z czasem zostało przekształcone w reprezentacyjną rezydencję magnacką. W trakcie przebudowy usunięto mury obronne i zasypano fosę. Z dawnego założenia zachowała się jedna z baszt, przekształcona w XIX wieku w ozdobną altanę.",411,,,
K01.30.10.B7GNDN,Zamek joannitów w Grobnikach,ok,,"Zamek z XVI wieku w stylu gotycko-renesansowym, aczkolwiek po latach i wielu zmianach w jego architekturze zachowało się niewiele cech charakterystycznych dla tego stylu. Obecnie pełni funkcję wiejskiego domu kultury.",217,,,
K01.30.20.8SYMPA,Wieża rycerska w Witkowie,ok,,"Wieża rycerska w Witkowie to jeden z najbardziej unikalnych i spektakularnych zabytków średniowiecznej architektury mieszkalno-obronnej w Polsce. Stanowi podręcznikowy, rzadko spotykany przykład zachowanego w całości wolnostojącego donżonu rycerskiego. Początki murowanej budowli sięgają przełomu XIV i XV wieku. Obecnie wieża w Witkowie znajduje się w rękach prywatnych i została pieczołowicie odrestaurowana.",410,,,
K01.30.10.PPYVVA,Zamek w Krzywnicy,ok,,Malowniczo ulokowane na stromym wzgórzu w zakolu rzeki Regi relikty zamku w Krzywnicy to jeden z najbardziej zagadkowych i niedostępnych obiektów obronnych na Pomorzu Zachodnim. Ta średniowieczna warownia stanowiła niegdyś ważny punkt strategiczny w systemie obronnym księstwa pomorskiego. Początki murowanego zamku sięgają przełomu XIV i XV wieku.,348,,,
K01.30.20.NSUCWT,Dwór obronny w Skotnikach,ok,,"Dwór Skotnickich w Skotnikach to staropolska rezydencja szlachecka z przełomu XVII i XVIII w., wzniesiona na planie prostokąta z czterema narożnymi alkierzami o pierwotnie obronnej funkcji. Zachowały się m.in. sklepione piwnice, kominki i dekoracje sgraffitowe. O charakterze obronnym świadczą relikty fosy i fortyfikacji bastionowych. Obecnie budynek zachował historyczną bryłę i otaczający go starodrzew parkowy.",414,,,
K01.20.10.5M8LJB,Pałac w Bychawie,ok,,"Ruiny pałacu w Bychawie to pozostałości dawnego zamku, którego budowę rozpoczęto na początku XVI wieku, w okresie nadania osadzie praw miejskich w 1537 roku. Z czasem pierwotna warownia została przekształcona w pałacową rezydencję. Choć budowla nie przetrwała do dziś w całości, do dziś zachowały się imponujące, duże partie murów, które dają wyobrażenie o jej dawnej skali i świetności. Wstęp na teren ruin jest całkowicie bezpłatny.",434,,,
K01.20.10.KE2V9P,Pałac w Opolu Lubelskim,ok,,"Pierwotnie w miejscu obecnego pałacu znajdował się średniowieczny zamek rodu Słupeckich, wzniesiony prawdopodobnie w XIVXV w. Była to obronna siedziba otoczona fosą i fortyfikacjami, posiadająca m.in. dwie wieże. Około 1613 r. Feliks Słupecki przebudował ją na reprezentacyjną rezydencję magnacką. W latach 1737-1743 pałac został przebudowany w stylu barokowym dla wojewody lubelskiego Jana Tarły.",397,,,
K01.20.10.EA2E4A,Pałac w Kijanach,ok,,"Pałac Sonnenbergów w Kijanach powstał około 1850 roku na reliktach XVII-wiecznego zamku, a około 1880 roku został gruntownie przebudowany w stylu neorenesansowym według projektu Apoloniusza Pawła Nieniewskiego dla Stanisława Sonnenberga. Dwukondygnacyjną rezydencję wyróżnia arkadowy portyk podtrzymujący taras oraz posągi bogiń Ateny i Demeter przy głównym wejściu. Pałac otacza rozległy park krajobrazowy z aleją lipową.",422,,,
K01.20.10.7MERMH,Pałac Sanguszków w Lubartowie,ok,,"Barokowy pałac Sanguszków w Lubartowie, przebudowany w XVIII wieku według projektu Pawła Antoniego Fontany, otaczają park, oranżeria i pozostałości ogrodu francuskiego. Obecnie mieści Starostwo Powiatowe i jest jedną z najważniejszych zabytkowych rezydencji miasta.",265,,,
K01.30.10.VPDVSQ,Zamek w Pankowie,ok,,"Ruiny zamku w Pankowie to jeden z najbardziej malowniczych, a zarazem tajemniczych zabytków regionu. Ta dawna rezydencja obronna, wzniesiona pierwotnie jako gotyckie założenie nawodne (tzw. zamek na wodzie), uległa zniszczeniu pod koniec II wojny światowej i od tamtej pory pozostaje w stanie zabezpieczonej ruiny. Przybywających na miejsce uderza przede wszystkim malownicze położenie obiektu.",394,,fair (nie good),juz zmienione
K01.20.10.E1VRRR,Pałac w Kamieńcu Ząbkowickim,ok,,"Monumentalny pałac w Kamieńcu Ząbkowickim powstał w XIX wieku w stylu neogotyckim z inicjatywy Marianny Orańskiej według projektu Karla Friedricha Schinkla. Budowę rozpoczęto w 1838 roku, a zakończono w 1872 roku. Po zniszczeniach wojennych i latach zaniedbań obiekt jest obecnie sukcesywnie odnawiany. Choć oficjalnie jest to pałac, jego potężne wieże, blanki i obronny styl sprawiają, że wygląda jak średniowieczny zamek.",423,nie wiem czy to zamek,,
K01.30.10.CEH69Z,Zamek w Bobrownikach,ok,,"Zamek w Bobrownikach wzniesiono prawdopodobnie w połowie XIV w. jako warownię książęcą. Założenie miało plan zbliżony do kwadratu, dwa skrzydła, mur obronny, fosę, bramę wjazdową oraz wieżę obronno-sygnalizacyjną. Po utracie znaczenia militarnego stopniowo podupadał, a po zniszczeniach wojennych XVII w. popadł w ruinę. Obecnie zachowały się fragmenty murów obronnych i wieży, narażone na dalszą degradację.",408,,,
K01.30.10.QMGDNB,Zamek Ronow,ok,,"Zamek Ronow istniał co najmniej od 1262 r. i kontrolował ważny szlak handlowy między Pragą a Zgorzelcem. Założenie obejmowało podzamcze oraz właściwy zamek otoczony fosą i wałem, podzielony murem na część północną i południową. W części północnej znajdowały się co najmniej dwa budynki, w tym jeden podpiwniczony. W 1399 r. zamek zdobyto i zniszczono. Obecnie zachowany jest wyłącznie w formie ruin.",399,,,
K01.20.10.YH6AVE,Pałac w Podzamczu,ok,,"W 1557 roku Zygmunt August nadał Maciejowicom prawa magdeburskie, które umożliwiły między innymi wzniesienie zamku. Dawna warownia posiadała obronne mury oraz dwie baszty. W XVII wieku na jej miejscu powstała klasycystyczna rezydencja pałacowa. Podczas bitwy maciejowickiej w 1794 roku pałac został zniszczony, jednak na początku XIX wieku odbudowano go dla rodu Zamoyskich. W kolejnych latach obiekt był jeszcze kilkukrotnie przekształcany.",441,,,
K01.30.10.2KFGBD,Zamek Udórz,ok,,"Zamek Udórz powstał prawdopodobnie na przełomie XIV i XV w. na wąskim cyplu nad potokiem Udorka, chronionym z trzech stron stromymi zboczami. Założenie miało formę nieregularnego pięcioboku z wałami i murem od strony wschodniej; brak śladów zabudowy wewnętrznej może wskazywać, że budowy nie ukończono. Obecnie zachowały się fragmenty dwóch murowanych ścian oraz wałów ziemnych, porośnięte lasem.",396,,,
K01.30.20.MGPS6H,Dwór obronny w Dobieszowicach,ok,,"Dwór obronny w Dobieszowicach, wzmiankowany w XVII w., został w XIX w. przebudowany przez Donnersmarcków. Murowany z kamienia i otynkowany, zachował w piwnicy fazowany węgar portalu, a na parterze sklepienia krzyżowe i stropy belkowane. Budynek nakrywa łamany dach polski, pierwotnie kryty gontem. Obiekt zachował historyczną bryłę i część dawnego wystroju, pełniąc dziś funkcję zabytkowej rezydencji.",401,,,
K01.30.10.4WVFHN,Zamek w Cieszynie,ok,,"Ruiny zamku w Cieszynie to pozostałości jednej z najważniejszych średniowiecznych warowni na Śląsku Cieszyńskim, której początki sięgają XIXII wieku. Zamek był siedzibą książąt piastowskich i przez stulecia pełnił funkcje obronne oraz rezydencjonalne. Po zniszczeniach podczas wojny trzydziestoletniej stopniowo popadł w ruinę. Do dziś zachowały się jego najcenniejsze elementy  romańska Rotunda św. Mikołaja z XII wieku, gotycka Wieża Piastowska oraz fragmenty murów obronnych.",478,,,
K01.30.10.W8UZZS,Zamek w Kończycach Małych,ok,,"Zamek w Kończycach Małych to renesansowa budowla na Śląsku Cieszyńskim z końca XIV wieku. Ze względu na unikalny dziedziniec arkadowy nazywany jest „Cieszyńskim Wawelem”. Otacza go malowniczy park w stylu angielskim i stawy. Obecnie w jego wnętrzach działają hotel, restauracja oraz Izba Regionalna.",299,,hotel,juz zmienione
K01.30.10.YCQ4J7,Zamek w Melsztynie,ok,,"Zamek w Melsztynie wzniesiono od 1347 r. jako gotycką warownię na wzgórzu nad Dunajcem. W XIV–XV w. rozbudowano go m.in. o potężny donżon, a około 1546 r. przekształcono w stylu renesansowym. Po zniszczeniu w 1770 r. pozostawał ruiną. Obecnie zachowane są relikty murów i zabudowy, a odbudowana wieża z przyporą osiąga 28 m wysokości; teren zabezpieczono i udostępniono turystycznie.",383,,????,jest odbudowana wieża ale reszty zamku brak - fair
K01.30.20.SFP6BF,Lamus dworski w Pisarach,ok,,"Lamus dworski w Pisarach to murowany, piętrowy budynek z pierwszej połowy XVII w., pierwotnie pełniący funkcję dworu obronnego. Wzniesiony na planie kwadratu, zachował cechy renesansowe. Nakryty jest stromym dachem namiotowym krytym gontem. Od północy prowadzą schody na ganek piętra, natomiast w przyziemiu zachowało się sklepienie kolebkowe z lunetami. Obiekt należy do zabytkowego zespołu dworskiego.",403,,,
K01.30.10.28X2ZQ,Zamek Dolny w Rożnowie,ok,,"Zamek w Rożnowie obejmował gotycki zamek górny z XIV w. oraz późniejsze renesansowe fortyfikacje zamku dolnego. Średniowieczna warownia powstała na skalistym cyplu nad Dunajcem, na planie zbliżonym do prostokąta o wymiarach ok. 44 × 20 m. Wewnątrz znajdowały się dwa murowane, piętrowe budynki przylegające do murów obwodowych. W XVI–XVII w. zamek stopniowo popadał w ruinę; obecnie zachowały się fragmenty murów.",413,,?????,zostaje
K01.30.10.SN1LTH,Zamek Lipowiec,ok,,"Zamek Lipowiec to malownicze ruiny średniowiecznej twierdzy obronnej, wznoszące się na wapiennym wzgórzu w miejscowości Babice w województwie małopolskim. Położony na terenie rezerwatu przyrody zamek stanowi jeden z najciekawszych obiektów na szlaku dawnych warowni pogranicza śląsko-małopolskiego. Początki murowanej budowli sięgają drugiej połowy XIII wieku i wiążą się z działalnością biskupów krakowskich, w szczególności biskupa Jana Prandoty.",448,,,
K01.20.10.FZ3G92,Pałac Królewski w Łobzowie,ok,,"Dawny Pałac Królewski na Łobzowie (zlokalizowany w krakowskiej dzielnicy Krowodrza, przy ul. Podchorążych 1) to historyczna letnia rezydencja polskich monarchów. Jej początki sięgają XIV wieku, kiedy to z polecenia Kazimierza Wielkiego wzniesiono w tym miejscu gotycki zamek. Na przestrzeni kolejnych stuleci obiekt przechodził istotne metamorfozy architektoniczne.",365,,,
K01.30.20.F1BQM1,Dwór obronny we Wrzący Wielkiej ,ok,,"Ruiny późnośredniowiecznego dworu obronnego we Wrzącej Wielkiej usytuowane są w dawnym parku dworskim, za klasycystycznym pałacem. Pierwsza wzmianka o obiekcie pochodzi z 1585 roku. Przez stulecia rezydencja należała m.in. do rodzin Sokołowskich, Raczyńskich i Walewskich. W XIX wieku, po wzniesieniu nowej siedziby, dawny dwór obronny przekształcono w lamus gospodarczy. Obecnie to trwała ruina położona na płaskim, zadrzewionym terenie, otoczona stawami parkowymi oraz polami uprawnymi.",488,,,
K01.30.10.PGG8S5,Zamek w Bolesławcu,ok,,"Malowniczo usytuowane nad rzeką Prosną relikty zamku w Bolesławcu to cenne i unikalne świadectwo XIV-wiecznej polskiej architektury obronnej. Ta dawna, potężna twierdza graniczna należy do nielicznych zamków nizinnych wzniesionych z inicjatywy króla Kazimierza Wielkiego. Budowę murowanego zamku rozpoczęto około 1370 roku na polecenie ostatniego Piasta na polskim tronie, w miejscu wcześniejszego grodu drewniano-ziemnego Bolesława Pobożnego.",443,,good???? Raczej fair,juz zmienione
K01.30.10.AXC5D8,Zamek w Lutomiersku,ok,,"Zamek powstał w XIV wieku w miejscu książęcego grodu. W 1650 roku został zaadaptowany na potrzeby klasztorne, a następnie wielokrotnie przebudowywany. Budynki ucierpiały podczas I wojny światowej, a Niemcy wywieźli wówczas klasztorne archiwum gromadzone od XVII wieku. W 1951 roku obiekt częściowo strawił pożar; odbudowę zakończono w 1974 roku. Obecnie mieści się tu Salezjańskie Liceum Muzyczne.",397,,,
K01.30.10.Z2TAPA,Zamek Królewski w Poznaniu,ok,,"Zamek Królewski w Poznaniu został wzniesiony w drugiej połowie XIII wieku przez Przemysła I, a następnie rozbudowany przez Przemysła II. Był siedzibą książąt wielkopolskich i wielokrotnie przebudowywany. Zniszczyli go Szwedzi w 1655 roku, a po kolejnych zniszczeniach w czasie II wojny światowej został częściowo odbudowany. Obecnie mieści Muzeum Sztuk Użytkowych.",364,,,
K01.20.10.AB5KQF,Pałac w Trzebielu,ok,,"Pałac w Trzebielu wzniesiono w 1601 r., na miejscu starszego zamku, a w 1729 r. przebudowano w stylu barokowym. Jest to dwukondygnacyjna budowla na planie kwadratu o boku ok. 22 m, nakryta dachem mansardowym. Symetryczną fasadę zdobią zdwojone pilastry, portal z pseudobalkonem, wolutowa wystawka i dekoracyjne opaski okienne. Na parterze zachowały się renesansowe sklepienia. Obiekt jest trwała ruiną, mocno zarośnięty",419,,,
K01.20.10.SY55XH,Pałac w Dziewinie,ok,,"Pierwsze wzmianki o książęcej warowni pochodzą już z 1250 roku. Na przestrzeni wieków obiekt wielokrotnie przechodził w ręce kolejnych właścicieli. W latach 1558-1566 dawny zamek został przekształcony w renesansowy dwór, który następnie rozbudowano około 1700 roku. Kolejne zmiany wprowadzono w latach 1860-1889. Budowla została zniszczona w 1945 roku i do dziś pozostaje w stanie trwałej ruiny.",395,,,
K01.30.10.TA4A88,Zamek Karpień,ok,,"Zamek Karpień był średniowieczną warownią położoną na szczycie Karpiaka w Górach Złotych. W XIV–XV w. stanowił siedzibę feudalnego państwa karpieńskiego i strzegł ważnych traktów oraz przełęczy. Założenie obejmowało gród wewnętrzny z wieżą i dziedzińcem, mur obronny oraz podgrodzie. Zamek został zniszczony w XV w., a ostatecznie rozebrany w 1513 r. Do dziś zachowały się głównie fundamenty i relikty murów.",408,,,
K01.30.10.9UWZAF,Zamek w Strumieniu,ok,,"Zabytkowy zamek (potocznie zwany dworem) z przełomu XVII i XVIII w., prawdopodobnie na miejscu wcześniejszej XIV-wiecznej budowli; położony w Strumieniu, przy ul. Ks. Londzina 56, wpisany do rejestru zabytków pod nr 181/60 z 2.03.1960. Pierwotnie skromny dwór, w połowie XVIII w. prostokątny budynek nakryty mansardowym dachem, otoczony zabudowaniami gospodarczymi i parkiem; gruntownie przebudowany w XIX i XX w., zyskując obecny kształt.",439,,,
K01.20.10.GGS234,Pałac w Rzucewie,ok,,"W Rzucewie w średniowieczu znajdował się zamek krzyżacki, który z czasem uległ zniszczeniu. Po odbudowie obiekt został przystosowany do nowych funkcji i działały w nim hotel oraz restauracja. Obecny pałac powstał w latach 1840-1845 dla rodu von Below według projektu Friedricha Augusta Stülera. Rezydencja stanęła na miejscu wcześniejszych założeń pałacowych, które istniały tu od XVII wieku i były kolejno przebudowywane. Obiekt jest częścią zespołu pałacowo-folwarcznego.",473,,,
K01.20.10.WMKRSP,Pałac w Kamieńcu,ok,,"Pałac w Kamieńcu powstał na zrębach wcześniejszego renesansowego zamku z XVI w. Na początku XVIII w. został przebudowany w stylu barokowym jako dwukondygnacyjna rezydencja z dachem mansardowym. W latach 1872–1873 otrzymał formy neorenesansowe, a przebudowa z 1910 r. nadała mu obecny neobarokowy charakter. Bryłę wyróżniają ryzality, wysokie szczyty oraz narożne wieże zwieńczone dekoracyjnymi hełmami.",402,ten na śląsku,,
K01.30.10.WWYHGB,Zamek w Starych Tarnowicach,ok,,"Zamek w Starych Tarnowicach to jeden z najpiękniejszych i najlepiej odrestaurowanych obiektów rezydencjonalno-obronnych w regionie. Choć potocznie nazywany zamkiem, architektonicznie reprezentuje typ klasycznego, renesansowego dworu obronnego. Początki murowanego założenia sięgają lat 1520-1525, kiedy to rycerz Piotr Wrochem wzniósł nową siedzibę rodową w miejscu wcześniejszego, średniowiecznego gródka stożkowatego.",419,,,
